PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_id
Yes,Yes,Fiber optic,No,No,No,No,No,No,35705
No,No,Fiber optic,No,No,No,No,No,No,35706
Yes,Yes,No,No,No,No,No,No,No,35707
No,No,No,No,No,No,No,No,No,35708
Yes,No,Fiber optic,No,No,No,No,No,Yes,35709
Yes,Yes,No,No,No,No,No,No,No,35710
No,No,No,No,No,No,No,No,No,35711
Yes,No,Fiber optic,No,No,No,No,No,No,35712
No,No,DSL,No,No,No,No,No,No,35713
Yes,Yes,DSL,No,No,Yes,No,No,No,35714
Yes,No,Fiber optic,Yes,No,No,No,Unknown,No,35715
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,35716
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,35717
Yes,Yes,DSL,No,No,No,No,No,No,35718
Yes,Yes,No,No,No,No,No,No,No,35719
Yes,Yes,DSL,No,No,No,No,No,Yes,35720
Yes,Yes,Fiber optic,No,Yes,Yes,Unknown,No,Yes,35721
No,No,No,No,No,No,No,No,No,35722
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,35723
Yes,No,No,No,No,No,No,No,No,35724
Yes,No,DSL,No,No,No,No,No,No,35725
Yes,Yes,Fiber optic,Unknown,No,No,No,Unknown,No,35726
Yes,Yes,No,No,No,No,No,No,No,35727
Yes,Yes,DSL,No,No,No,No,No,No,35728
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,35729
Yes,Yes,No,No,No,No,No,No,No,35730
No,No,Fiber optic,No,Unknown,Yes,No,Yes,No,35731
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,35732
Yes,No,Fiber optic,No,No,No,No,No,Yes,35733
Yes,No,No,No,No,No,No,No,No,35734
Yes,No,Fiber optic,No,Yes,No,No,No,No,35735
Yes,No,Fiber optic,No,Yes,No,No,No,No,35736
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,35737
Yes,Yes,Fiber optic,No,No,No,No,No,No,35738
Yes,Yes,No,No,No,No,No,No,No,35739
Yes,Unknown,DSL,No,No,No,Yes,No,Yes,35740
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,35741
Yes,Yes,Fiber optic,No,No,No,No,No,No,35742
No,No,DSL,No,Yes,Unknown,No,No,No,35743
Yes,No,No,No,No,No,No,No,No,35744
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,35745
No,No,Fiber optic,No,No,No,No,No,No,35746
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,35747
Yes,No,DSL,No,No,No,No,Yes,No,35748
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,35749
Yes,Yes,Fiber optic,Unknown,No,No,Unknown,Yes,No,35750
Yes,No,Fiber optic,Unknown,No,Yes,No,No,No,35751
Yes,No,Fiber optic,No,No,No,Unknown,No,No,35752
Yes,No,DSL,Yes,No,No,No,No,No,35753
Yes,Yes,DSL,No,No,No,Unknown,No,No,35754
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,35755
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,35756
Yes,No,No,No,No,No,No,No,No,35757
Yes,No,Fiber optic,Yes,No,No,No,No,No,35758
Yes,No,DSL,No,No,No,Unknown,No,No,35759
Yes,No,DSL,Yes,No,Yes,No,No,No,35760
Yes,No,Fiber optic,No,Unknown,Yes,No,No,No,35761
No,No,No,No,No,No,No,No,No,35762
Yes,No,DSL,No,No,No,No,No,No,35763
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,35764
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,35765
Yes,No,Fiber optic,No,No,No,No,No,No,35766
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,35767
Yes,No,Fiber optic,No,No,Unknown,No,No,No,35768
Yes,Yes,No,No,No,No,No,No,No,35769
Yes,Yes,DSL,No,No,Yes,No,Yes,No,35770
Yes,No,Fiber optic,No,No,No,No,No,Yes,35771
Yes,No,DSL,No,No,Yes,No,No,No,35772
Yes,Yes,Fiber optic,No,No,No,No,No,No,35773
Yes,Yes,DSL,No,No,No,No,No,Yes,35774
No,No,Fiber optic,Yes,No,No,No,No,Yes,35775
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,35776
Yes,Yes,DSL,No,No,No,Yes,No,No,35777
Yes,Yes,No,No,No,No,No,No,No,35778
No,No,Fiber optic,No,No,Yes,No,No,Yes,35779
Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,35780
Yes,No,Fiber optic,No,No,No,No,No,No,35781
Yes,No,Fiber optic,No,Unknown,No,Yes,No,No,35782
Yes,No,DSL,Yes,No,No,No,No,Yes,35783
Yes,Yes,No,No,No,No,No,No,No,35784
Yes,Yes,DSL,No,No,No,No,No,Unknown,35785
Yes,No,Fiber optic,No,No,No,No,No,Yes,35786
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,35787
Yes,Yes,DSL,Yes,No,Unknown,No,No,No,35788
Yes,Yes,Fiber optic,No,No,No,No,No,No,35789
Yes,No,Fiber optic,No,No,No,No,No,No,35790
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,35791
Yes,Yes,Fiber optic,No,Yes,Unknown,Unknown,No,No,35792
Yes,Yes,Fiber optic,No,No,Yes,Yes,Unknown,Yes,35793
Yes,No,No,No,No,No,No,No,No,35794
Yes,No,DSL,Yes,No,No,No,No,No,35795
Yes,Yes,DSL,No,No,No,No,No,No,35796
Yes,No,Fiber optic,Yes,No,No,Yes,No,No,35797
No,No,Fiber optic,No,No,No,No,No,Yes,35798
Yes,No,Fiber optic,No,No,No,No,No,No,35799
Yes,No,No,No,No,No,No,No,No,35800
Yes,Yes,No,No,No,No,No,No,No,35801
Yes,No,DSL,No,Yes,No,No,No,No,35802
Yes,No,No,No,No,No,No,No,No,35803
No,No,Fiber optic,No,No,No,No,No,Yes,35804
Yes,Yes,DSL,No,No,No,Yes,Yes,No,35805
Yes,Unknown,DSL,No,No,No,No,No,No,35806
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,35807
Yes,No,No,No,No,No,No,No,No,35808
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,35809
Yes,No,No,No,No,No,No,No,No,35810
No,No,Fiber optic,No,Yes,No,No,No,Yes,35811
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,35812
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,35813
Yes,Yes,DSL,No,No,Yes,No,No,No,35814
Yes,No,Fiber optic,No,No,No,No,No,Yes,35815
Yes,Yes,Fiber optic,No,No,No,No,No,No,35816
No,No,Fiber optic,Yes,No,Unknown,No,No,No,35817
Yes,No,DSL,No,Yes,No,Yes,No,No,35818
Yes,No,Fiber optic,No,No,No,Yes,No,No,35819
Yes,No,DSL,No,No,No,No,No,Yes,35820
No,No,No,No,No,No,No,No,No,35821
Yes,Yes,DSL,No,Yes,No,No,No,Yes,35822
Yes,No,Fiber optic,No,No,No,No,Unknown,No,35823
Yes,No,No,No,No,No,No,No,No,35824
No,No,DSL,No,No,Yes,No,No,No,35825
Yes,No,Fiber optic,No,Yes,No,No,No,No,35826
Yes,Yes,Fiber optic,No,No,No,No,No,No,35827
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,35828
Yes,Yes,No,No,No,No,No,No,No,35829
Yes,No,Fiber optic,No,Unknown,No,Yes,No,No,35830
Yes,Unknown,Fiber optic,No,No,No,Unknown,No,No,35831
Yes,No,Fiber optic,No,No,No,No,No,No,35832
Yes,Yes,No,No,No,No,No,No,No,35833
Yes,Yes,DSL,No,No,Yes,No,No,Yes,35834
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,35835
Yes,Yes,Fiber optic,No,No,No,No,No,No,35836
Yes,Unknown,Fiber optic,Yes,No,No,Unknown,Unknown,No,35837
No,No,No,No,No,No,No,No,No,35838
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,35839
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,35840
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,35841
Yes,No,Fiber optic,No,No,No,No,Yes,No,35842
Yes,No,Fiber optic,No,No,No,No,No,No,35843
Yes,Yes,DSL,No,No,No,No,No,No,35844
Yes,No,DSL,No,Unknown,No,No,No,No,35845
Yes,No,DSL,No,No,No,No,No,No,35846
Yes,Yes,No,No,No,No,No,No,No,35847
Yes,No,DSL,No,No,Yes,Yes,Yes,No,35848
Yes,Yes,Fiber optic,No,No,No,No,No,No,35849
Yes,No,Fiber optic,Yes,Unknown,No,No,Yes,No,35850
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,35851
Yes,No,DSL,No,No,No,Yes,No,Yes,35852
Yes,No,No,No,No,No,No,No,No,35853
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,35854
Yes,Yes,DSL,No,No,No,No,No,No,35855
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,35856
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,35857
Yes,Yes,Fiber optic,No,No,No,No,No,No,35858
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,35859
Yes,No,No,No,No,No,No,No,No,35860
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,35861
Yes,Yes,DSL,Unknown,Unknown,No,No,No,Yes,35862
Yes,Unknown,Fiber optic,No,No,Yes,No,Unknown,Yes,35863
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,35864
Yes,No,Fiber optic,Yes,No,Unknown,Unknown,No,No,35865
Yes,No,DSL,No,No,No,No,No,No,35866
Yes,Yes,Fiber optic,No,No,No,No,No,No,35867
Yes,Yes,Fiber optic,No,Unknown,No,No,No,No,35868
Yes,Yes,DSL,No,No,No,No,No,No,35869
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,35870
Yes,Yes,No,No,No,No,No,No,No,35871
Yes,Yes,Fiber optic,No,No,No,No,No,No,35872
Yes,Yes,Fiber optic,Unknown,No,No,No,Unknown,No,35873
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,35874
Yes,No,DSL,Yes,Yes,No,No,No,Unknown,35875
Yes,No,No,No,No,No,No,No,No,35876
Yes,Yes,DSL,No,No,Yes,No,No,No,35877
Yes,Yes,Fiber optic,No,No,No,No,No,No,35878
Yes,Yes,DSL,No,No,No,Unknown,Unknown,No,35879
No,No,Fiber optic,No,No,Yes,No,No,No,35880
Yes,Yes,Fiber optic,No,No,No,No,No,No,35881
Yes,Yes,DSL,No,No,No,No,No,Yes,35882
Yes,No,DSL,Yes,No,No,No,No,No,35883
Yes,Yes,DSL,No,No,Yes,No,No,Unknown,35884
No,No,Fiber optic,Yes,No,No,No,No,No,35885
No,No,No,No,No,No,No,No,No,35886
Yes,Yes,Fiber optic,No,No,No,No,No,No,35887
Yes,Yes,No,No,No,No,No,No,No,35888
Yes,Yes,DSL,No,No,No,No,Yes,No,35889
Yes,Yes,Fiber optic,Unknown,No,No,No,Yes,No,35890
Yes,No,Fiber optic,No,No,No,No,No,No,35891
No,No,No,No,No,No,No,No,No,35892
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,35893
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,35894
Yes,No,Fiber optic,No,No,No,No,Yes,No,35895
Yes,No,Fiber optic,No,No,Yes,No,No,Unknown,35896
Yes,Yes,DSL,No,No,No,No,No,No,35897
Yes,Yes,No,No,No,No,No,No,No,35898
Yes,Yes,Fiber optic,No,No,No,No,No,No,35899
Yes,Yes,No,No,No,No,No,No,No,35900
Yes,Yes,Fiber optic,No,No,No,No,No,No,35901
Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,35902
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,35903
Yes,No,Fiber optic,No,No,No,No,Yes,No,35904
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,35905
Yes,Yes,No,No,No,No,No,No,No,35906
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,35907
Yes,Yes,No,No,No,No,No,No,No,35908
No,No,DSL,No,No,No,No,No,No,35909
Yes,Yes,Fiber optic,No,Yes,No,No,Unknown,No,35910
Yes,Yes,Fiber optic,No,No,No,No,No,No,35911
Yes,Yes,DSL,No,No,No,Unknown,No,No,35912
Yes,Yes,DSL,No,No,No,No,No,No,35913
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,35914
Yes,Yes,No,No,No,No,No,No,No,35915
Yes,No,Fiber optic,Yes,No,No,No,No,Yes,35916
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Unknown,35917
Yes,No,Fiber optic,No,No,No,Yes,No,No,35918
Yes,No,Fiber optic,No,Yes,No,No,No,No,35919
Yes,No,Fiber optic,No,No,No,Yes,No,No,35920
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,35921
Yes,No,No,No,No,No,No,No,No,35922
Yes,No,No,No,No,No,No,No,No,35923
No,No,Fiber optic,No,No,No,No,No,Yes,35924
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,35925
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,35926
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,35927
Yes,Yes,No,No,No,No,No,No,No,35928
Yes,No,DSL,No,Yes,No,No,Yes,Yes,35929
No,No,No,No,No,No,No,No,No,35930
No,No,Fiber optic,No,No,Yes,No,No,No,35931
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,35932
Yes,No,Fiber optic,No,No,Unknown,Yes,No,No,35933
Yes,No,DSL,No,No,Unknown,No,Yes,Unknown,35934
No,No,No,No,No,No,No,No,No,35935
Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,35936
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,35937
Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,35938
Yes,No,DSL,No,No,No,No,No,No,35939
Yes,Yes,Fiber optic,Unknown,Yes,No,No,No,No,35940
Yes,Yes,No,No,No,No,No,No,No,35941
No,No,Fiber optic,Yes,No,No,No,Unknown,No,35942
Yes,No,DSL,Yes,Unknown,No,Yes,No,No,35943
Yes,No,Fiber optic,Unknown,Unknown,No,No,No,Yes,35944
Yes,No,DSL,No,No,Yes,No,No,No,35945
Yes,No,Fiber optic,No,No,Unknown,No,No,No,35946
Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,35947
No,No,Fiber optic,Yes,No,Yes,Yes,No,No,35948
Yes,No,Fiber optic,No,No,No,No,No,No,35949
Yes,No,DSL,Yes,Yes,No,No,No,No,35950
Yes,No,Fiber optic,No,No,No,No,No,No,35951
No,No,Fiber optic,Unknown,No,No,No,No,Yes,35952
Yes,Yes,No,No,No,No,No,No,No,35953
Yes,Yes,DSL,No,No,No,Yes,Yes,No,35954
Yes,No,No,No,No,No,No,No,No,35955
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,35956
Yes,Yes,No,No,No,No,No,No,No,35957
Yes,No,DSL,Yes,Unknown,Yes,Yes,Yes,Unknown,35958
Yes,Yes,Fiber optic,No,No,No,No,Yes,Unknown,35959
Yes,Yes,No,No,No,No,No,No,No,35960
No,No,DSL,No,Unknown,No,Yes,No,No,35961
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,35962
Yes,No,Fiber optic,No,Yes,No,No,Unknown,No,35963
Yes,Yes,No,No,No,No,No,No,No,35964
Yes,Yes,Fiber optic,Unknown,No,No,No,No,Yes,35965
Yes,No,No,No,No,No,No,No,No,35966
Yes,Yes,No,No,No,No,No,No,No,35967
Yes,No,Fiber optic,Unknown,Unknown,Unknown,No,No,Yes,35968
Yes,No,Fiber optic,No,No,No,No,No,Yes,35969
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,35970
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,35971
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,35972
Yes,Yes,Fiber optic,No,Unknown,No,Yes,No,No,35973
Yes,No,Fiber optic,Yes,No,No,No,No,No,35974
Yes,Yes,No,No,No,No,No,No,No,35975
No,No,Fiber optic,No,No,No,No,Yes,No,35976
Yes,No,Fiber optic,No,No,Unknown,No,Yes,No,35977
Yes,No,No,No,No,No,No,No,No,35978
Yes,No,No,No,No,No,No,No,No,35979
Yes,Yes,No,No,No,No,No,No,No,35980
Yes,Yes,DSL,No,No,No,Unknown,No,No,35981
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,35982
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,35983
Yes,No,Fiber optic,No,Yes,No,No,No,No,35984
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,35985
Yes,No,Fiber optic,No,No,No,No,No,Unknown,35986
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,35987
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,35988
No,No,Fiber optic,No,Yes,No,No,No,Yes,35989
Yes,Yes,No,No,No,No,No,No,No,35990
Yes,No,Fiber optic,No,No,No,No,No,Yes,35991
Yes,Yes,DSL,Yes,No,No,No,No,No,35992
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,35993
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,35994
No,No,No,No,No,No,No,No,No,35995
Yes,Yes,No,No,No,No,No,No,No,35996
Yes,No,No,No,No,No,No,No,No,35997
Yes,No,No,No,No,No,No,No,No,35998
Yes,No,No,No,No,No,No,No,No,35999
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,36000
Yes,Yes,No,No,No,No,No,No,No,36001
Yes,Yes,Fiber optic,Unknown,No,Yes,Yes,No,No,36002
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,36003
No,No,Fiber optic,No,Yes,Yes,No,No,No,36004
Yes,Yes,DSL,No,No,No,No,Yes,No,36005
Yes,No,DSL,No,No,No,No,Yes,No,36006
Yes,Yes,DSL,No,No,No,No,No,No,36007
Yes,Yes,Fiber optic,No,Unknown,Yes,No,Yes,No,36008
Yes,No,Fiber optic,Yes,No,No,No,No,Unknown,36009
Yes,Yes,Fiber optic,No,No,No,No,No,No,36010
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,36011
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,36012
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,36013
Yes,Yes,DSL,Unknown,No,No,No,No,No,36014
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,36015
Yes,No,Fiber optic,No,No,Yes,No,Yes,Unknown,36016
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,36017
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,36018
Yes,No,No,No,No,No,No,No,No,36019
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,36020
Yes,No,Fiber optic,No,No,No,No,No,No,36021
Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,36022
Yes,Yes,Fiber optic,No,No,No,No,No,No,36023
Yes,Yes,Fiber optic,Yes,No,Unknown,Yes,Yes,No,36024
Yes,No,No,No,No,No,No,No,No,36025
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,36026
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,36027
No,No,Fiber optic,Yes,No,No,No,Yes,No,36028
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,36029
No,No,DSL,No,Yes,No,Yes,Unknown,No,36030
Yes,No,Fiber optic,No,No,No,Yes,No,No,36031
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,36032
Yes,Yes,No,No,No,No,No,No,No,36033
Yes,Yes,Fiber optic,No,No,No,No,No,No,36034
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,36035
Yes,No,Fiber optic,No,Yes,No,No,No,No,36036
Yes,No,DSL,No,No,No,No,Yes,No,36037
Yes,No,No,No,No,No,No,No,No,36038
Yes,Yes,Fiber optic,No,Unknown,No,Yes,No,No,36039
Yes,No,DSL,Yes,No,No,No,No,No,36040
No,No,DSL,No,Yes,No,Unknown,No,No,36041
Yes,No,DSL,Yes,Yes,No,No,No,No,36042
Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,36043
Yes,Yes,Fiber optic,Unknown,No,No,No,Yes,No,36044
Yes,No,No,No,No,No,No,No,No,36045
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,36046
Yes,No,No,No,No,No,No,No,No,36047
Yes,Yes,DSL,Yes,No,No,No,No,No,36048
Yes,No,No,No,No,No,No,No,No,36049
Yes,No,Fiber optic,No,No,No,No,No,No,36050
Yes,Yes,No,No,No,No,No,No,No,36051
Yes,Yes,Fiber optic,No,No,No,Yes,No,Unknown,36052
Yes,No,No,No,No,No,No,No,No,36053
Yes,Yes,DSL,No,No,No,No,Yes,Yes,36054
Yes,Yes,No,No,No,No,No,No,No,36055
Yes,No,Fiber optic,No,Yes,No,No,No,No,36056
Yes,No,Fiber optic,No,No,No,No,No,No,36057
Yes,No,DSL,Yes,No,No,No,No,No,36058
No,No,Fiber optic,Yes,Yes,No,No,No,No,36059
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,36060
Yes,Yes,No,No,No,No,No,No,No,36061
Yes,Yes,Fiber optic,Unknown,No,No,Yes,No,Yes,36062
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,36063
Yes,No,Fiber optic,No,No,No,No,Unknown,No,36064
Yes,No,DSL,No,No,Yes,No,No,No,36065
Yes,No,Fiber optic,No,No,No,No,Yes,No,36066
Yes,No,No,No,No,No,No,No,No,36067
Yes,No,DSL,No,No,No,No,No,No,36068
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,36069
Yes,Yes,DSL,No,No,Unknown,No,No,No,36070
Yes,No,Fiber optic,No,No,No,No,Yes,No,36071
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,36072
Yes,Yes,DSL,Yes,No,No,Unknown,Yes,No,36073
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,36074
Yes,Yes,DSL,No,No,No,No,Unknown,No,36075
Yes,No,Fiber optic,Yes,Unknown,No,No,Yes,Yes,36076
No,No,Fiber optic,No,No,No,No,No,No,36077
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,36078
Yes,No,DSL,Yes,No,No,Yes,Yes,No,36079
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,36080
Yes,Yes,DSL,Yes,Yes,No,No,No,Unknown,36081
Yes,No,Fiber optic,No,No,Yes,Yes,No,Unknown,36082
No,No,Fiber optic,No,No,Yes,No,No,No,36083
Yes,Unknown,Fiber optic,Yes,Yes,No,No,No,No,36084
Yes,No,No,No,No,No,No,No,No,36085
Yes,No,DSL,Yes,No,No,Yes,No,No,36086
Yes,Yes,DSL,No,Yes,No,No,No,No,36087
Yes,Yes,DSL,No,Unknown,Yes,Yes,No,Unknown,36088
Yes,Yes,DSL,No,No,Unknown,No,No,No,36089
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,36090
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,36091
Yes,Yes,DSL,Yes,No,No,No,No,No,36092
No,No,DSL,Yes,No,No,No,No,No,36093
Yes,No,DSL,No,No,No,No,No,No,36094
Yes,Yes,Fiber optic,Yes,Yes,No,Unknown,Yes,No,36095
Yes,No,No,No,No,No,No,No,No,36096
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,36097
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,36098
Yes,Yes,Fiber optic,No,No,No,No,No,No,36099
No,No,DSL,No,No,No,No,Unknown,No,36100
Yes,Yes,DSL,No,No,No,Yes,Yes,No,36101
No,No,Fiber optic,No,No,No,Yes,No,No,36102
Yes,Yes,DSL,Yes,No,Yes,No,No,No,36103
Yes,No,Fiber optic,No,No,No,No,No,No,36104
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,36105
Yes,Unknown,No,No,No,No,No,No,No,36106
Yes,Yes,No,No,No,No,No,No,No,36107
Yes,Yes,No,No,No,No,No,No,No,36108
No,No,Fiber optic,No,Yes,Yes,No,No,No,36109
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,36110
Yes,Yes,Fiber optic,No,No,Unknown,No,No,No,36111
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,36112
Yes,No,DSL,No,No,No,No,No,No,36113
Yes,Yes,Fiber optic,No,No,No,No,No,No,36114
Yes,No,Fiber optic,No,No,No,No,No,Yes,36115
Yes,No,DSL,No,No,Yes,No,Yes,No,36116
Yes,No,Fiber optic,No,No,Yes,No,No,No,36117
No,No,Fiber optic,No,No,No,No,No,No,36118
Yes,Yes,No,No,No,No,No,No,No,36119
Yes,No,DSL,No,No,No,No,No,No,36120
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,36121
Yes,Yes,No,No,No,No,No,No,No,36122
Yes,No,Fiber optic,No,No,No,Unknown,No,Yes,36123
Yes,No,Fiber optic,No,No,No,No,No,No,36124
No,No,Fiber optic,Yes,No,No,Unknown,No,Yes,36125
Yes,Yes,DSL,No,No,No,No,Yes,No,36126
Yes,No,Fiber optic,No,No,No,Yes,No,No,36127
Yes,Yes,DSL,No,No,No,No,No,No,36128
Yes,No,No,No,No,No,No,No,No,36129
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,36130
Yes,No,Fiber optic,No,No,No,No,No,Yes,36131
Yes,No,Fiber optic,No,No,No,No,No,No,36132
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,36133
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,36134
Yes,Yes,DSL,No,Yes,No,No,No,No,36135
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,36136
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,36137
Yes,No,DSL,No,Yes,No,Yes,No,No,36138
Yes,No,No,No,No,No,No,No,No,36139
Yes,Yes,Fiber optic,No,No,No,No,No,No,36140
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,36141
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,36142
No,No,Fiber optic,Unknown,No,No,Yes,No,No,36143
Yes,No,No,No,No,No,No,No,No,36144
Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,36145
No,No,Fiber optic,No,No,No,Yes,No,No,36146
Yes,Yes,DSL,No,No,No,No,No,No,36147
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,36148
Yes,Yes,Fiber optic,No,No,Unknown,Unknown,No,No,36149
Yes,No,DSL,Unknown,No,No,Yes,No,No,36150
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,36151
Yes,Yes,No,No,No,No,No,No,No,36152
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,36153
Yes,Unknown,No,No,No,No,No,No,No,36154
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,36155
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,36156
Yes,No,Fiber optic,Yes,No,No,No,No,No,36157
Yes,No,Fiber optic,No,No,Yes,No,No,No,36158
No,No,Fiber optic,Yes,No,No,No,No,No,36159
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,36160
Yes,Yes,No,No,No,No,No,No,No,36161
Yes,Yes,DSL,No,No,Yes,No,No,Yes,36162
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,36163
Yes,Yes,No,No,No,No,No,No,No,36164
Yes,No,No,No,No,No,No,No,No,36165
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,36166
No,No,DSL,Yes,No,No,No,No,No,36167
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,36168
Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,36169
Yes,Yes,DSL,No,No,No,Yes,No,Unknown,36170
No,No,DSL,No,Yes,Yes,No,No,No,36171
