Contract,PaperlessBilling,PaymentMethod,contract_id
Monthly,Yes,Electronic check,32845
Two year,No,Mailed check,32846
Monthly,Yes,Mailed check,32847
One Year,Yes,Credit card (automatic),32848
Monthly,Yes,Bank transfer (automatic),32849
Monthly,Yes,Electronic check,32850
Monthly,No,Mailed check,32851
Monthly,Yes,Bank transfer (automatic),32852
Monthly,Yes,Electronic check,32853
Monthly,Yes,Mailed check,32854
Monthly,Yes,Electronic check,32855
Two year,Yes,Bank transfer (automatic),32856
Monthly,Yes,Credit card (automatic),32857
Monthly,No,Credit card (automatic),32858
Monthly,No,Electronic check,32859
Monthly,No,Electronic check,32860
Two year,No,Mailed check,32861
Monthly,Yes,Mailed check,32862
Monthly,Yes,Credit card (automatic),32863
Monthly,Yes,Electronic check,32864
Monthly,Yes,Electronic check,32865
Monthly,No,Unknown,32866
Monthly,Yes,Electronic check,32867
Two year,Yes,Bank transfer (automatic),32868
Monthly,No,Credit card (automatic),32869
One Year,Yes,Mailed check,32870
Monthly,Yes,Bank transfer (automatic),32871
Monthly,Yes,Credit card (automatic),32872
Two year,Yes,Electronic check,32873
Monthly,Yes,Electronic check,32874
One Year,Yes,Mailed check,32875
Monthly,No,Electronic check,32876
Two year,Yes,Mailed check,32877
Monthly,Yes,Credit card (automatic),32878
Monthly,Yes,Mailed check,32879
Two year,Yes,Electronic check,32880
Monthly,No,Bank transfer (automatic),32881
Monthly,No,Credit card (automatic),32882
Monthly,No,Mailed check,32883
One Year,Yes,Electronic check,32884
One Year,No,Credit card (automatic),32885
One Year,Yes,Bank transfer (automatic),32886
One Year,No,Electronic check,32887
Monthly,Yes,Mailed check,32888
Monthly,No,Mailed check,32889
Monthly,Yes,Bank transfer (automatic),32890
Monthly,Yes,Electronic check,32891
Monthly,No,Credit card (automatic),32892
One Year,Yes,Electronic check,32893
Two year,Yes,Electronic check,32894
Monthly,Yes,Mailed check,32895
Monthly,Yes,Electronic check,32896
Monthly,Yes,Bank transfer (automatic),32897
One Year,No,Mailed check,32898
Monthly,No,Electronic check,32899
Monthly,No,Bank transfer (automatic),32900
Monthly,No,Electronic check,32901
Two year,Yes,Unknown,32902
Monthly,Yes,Electronic check,32903
One Year,Yes,Bank transfer (automatic),32904
One Year,Yes,Electronic check,32905
Monthly,Yes,Mailed check,32906
Monthly,No,Electronic check,32907
Monthly,No,Mailed check,32908
One Year,Yes,Bank transfer (automatic),32909
Monthly,Yes,Bank transfer (automatic),32910
Monthly,Yes,Electronic check,32911
Two year,Yes,Credit card (automatic),32912
Monthly,Yes,Electronic check,32913
Monthly,No,Electronic check,32914
Monthly,Yes,Credit card (automatic),32915
Two year,Yes,Electronic check,32916
Monthly,Yes,Credit card (automatic),32917
Monthly,No,Electronic check,32918
Monthly,Yes,Electronic check,32919
Monthly,No,Mailed check,32920
Two year,No,Mailed check,32921
Monthly,Yes,Electronic check,32922
Two year,Yes,Credit card (automatic),32923
One Year,No,Credit card (automatic),32924
Monthly,Yes,Bank transfer (automatic),32925
Monthly,No,Electronic check,32926
Monthly,Yes,Unknown,32927
One Year,Yes,Bank transfer (automatic),32928
Two year,Yes,Bank transfer (automatic),32929
Monthly,Yes,Unknown,32930
One Year,Yes,Bank transfer (automatic),32931
Monthly,No,Credit card (automatic),32932
Monthly,No,Bank transfer (automatic),32933
Monthly,Yes,Credit card (automatic),32934
Monthly,Yes,Mailed check,32935
Monthly,No,Electronic check,32936
Monthly,Yes,Electronic check,32937
Monthly,Yes,Electronic check,32938
One Year,Yes,Electronic check,32939
Monthly,No,Electronic check,32940
Monthly,No,Mailed check,32941
Two year,Yes,Electronic check,32942
Monthly,Yes,Electronic check,32943
Monthly,Yes,Bank transfer (automatic),32944
Monthly,No,Electronic check,32945
Monthly,Yes,Credit card (automatic),32946
One Year,Yes,Electronic check,32947
One Year,No,Credit card (automatic),32948
Monthly,No,Mailed check,32949
Monthly,No,Mailed check,32950
Monthly,Yes,Electronic check,32951
One Year,Yes,Electronic check,32952
One Year,Yes,Bank transfer (automatic),32953
Monthly,Yes,Electronic check,32954
Monthly,Yes,Mailed check,32955
Two year,No,Credit card (automatic),32956
Two year,No,Bank transfer (automatic),32957
Monthly,Yes,Bank transfer (automatic),32958
Monthly,Yes,Electronic check,32959
One Year,No,Bank transfer (automatic),32960
Two year,Yes,Unknown,32961
Two year,No,Electronic check,32962
Two year,Yes,Mailed check,32963
Two year,No,Electronic check,32964
Monthly,Yes,Electronic check,32965
Monthly,Yes,Bank transfer (automatic),32966
Two year,Yes,Electronic check,32967
Monthly,Yes,Mailed check,32968
Monthly,No,Credit card (automatic),32969
Monthly,Yes,Bank transfer (automatic),32970
Monthly,Yes,Bank transfer (automatic),32971
Two year,No,Electronic check,32972
Monthly,No,Bank transfer (automatic),32973
Monthly,Yes,Mailed check,32974
Monthly,No,Mailed check,32975
Monthly,Yes,Credit card (automatic),32976
One Year,No,Bank transfer (automatic),32977
Monthly,No,Electronic check,32978
Monthly,No,Electronic check,32979
Monthly,No,Electronic check,32980
Two year,Yes,Electronic check,32981
Two year,Yes,Unknown,32982
Two year,No,Credit card (automatic),32983
Monthly,No,Credit card (automatic),32984
Two year,No,Electronic check,32985
Two year,Yes,Electronic check,32986
One Year,Yes,Bank transfer (automatic),32987
Monthly,Yes,Electronic check,32988
Monthly,Yes,Mailed check,32989
Monthly,Yes,Electronic check,32990
Monthly,No,Electronic check,32991
Two year,Yes,Mailed check,32992
Monthly,Yes,Mailed check,32993
Monthly,No,Electronic check,32994
One Year,Yes,Credit card (automatic),32995
Monthly,No,Electronic check,32996
Monthly,No,Electronic check,32997
Monthly,No,Mailed check,32998
Monthly,No,Credit card (automatic),32999
Monthly,Yes,Credit card (automatic),33000
Monthly,Yes,Bank transfer (automatic),33001
Two year,No,Electronic check,33002
Monthly,Yes,Bank transfer (automatic),33003
Monthly,Yes,Electronic check,33004
Monthly,Yes,Mailed check,33005
Monthly,No,Credit card (automatic),33006
Monthly,Yes,Electronic check,33007
Monthly,Yes,Electronic check,33008
Monthly,Yes,Electronic check,33009
One Year,No,Electronic check,33010
One Year,Yes,Electronic check,33011
Monthly,No,Electronic check,33012
Monthly,Yes,Credit card (automatic),33013
One Year,Yes,Mailed check,33014
One Year,Yes,Mailed check,33015
Two year,Yes,Credit card (automatic),33016
Monthly,No,Credit card (automatic),33017
One Year,Yes,Electronic check,33018
Monthly,Yes,Bank transfer (automatic),33019
Monthly,Yes,Electronic check,33020
Two year,Yes,Bank transfer (automatic),33021
Monthly,Yes,Mailed check,33022
Monthly,Yes,Mailed check,33023
Monthly,Yes,Electronic check,33024
Two year,Yes,Mailed check,33025
Monthly,Yes,Credit card (automatic),33026
One Year,No,Electronic check,33027
Two year,Yes,Electronic check,33028
Monthly,Yes,Electronic check,33029
Monthly,Yes,Credit card (automatic),33030
Monthly,Yes,Electronic check,33031
Monthly,No,Mailed check,33032
One Year,No,Bank transfer (automatic),33033
Monthly,Yes,Electronic check,33034
Monthly,Yes,Bank transfer (automatic),33035
Monthly,Yes,Electronic check,33036
Two year,Yes,Electronic check,33037
One Year,Yes,Credit card (automatic),33038
Monthly,Yes,Mailed check,33039
Monthly,No,Credit card (automatic),33040
Two year,No,Bank transfer (automatic),33041
Monthly,Yes,Bank transfer (automatic),33042
One Year,No,Mailed check,33043
Monthly,Yes,Unknown,33044
Monthly,Yes,Credit card (automatic),33045
Monthly,No,Credit card (automatic),33046
Monthly,Yes,Electronic check,33047
One Year,Yes,Electronic check,33048
Monthly,No,Electronic check,33049
Monthly,Yes,Electronic check,33050
Monthly,Yes,Mailed check,33051
Monthly,No,Electronic check,33052
Two year,No,Mailed check,33053
Monthly,No,Electronic check,33054
One Year,No,Credit card (automatic),33055
Monthly,Yes,Electronic check,33056
One Year,Yes,Mailed check,33057
Two year,No,Electronic check,33058
Monthly,Yes,Bank transfer (automatic),33059
Two year,No,Electronic check,33060
Monthly,Yes,Mailed check,33061
Monthly,Yes,Electronic check,33062
Monthly,No,Bank transfer (automatic),33063
Monthly,Yes,Bank transfer (automatic),33064
Monthly,Yes,Mailed check,33065
Two year,No,Electronic check,33066
Monthly,Yes,Electronic check,33067
Two year,Yes,Electronic check,33068
Monthly,Yes,Electronic check,33069
One Year,No,Electronic check,33070
Monthly,No,Electronic check,33071
Monthly,Yes,Electronic check,33072
One Year,No,Electronic check,33073
Monthly,No,Credit card (automatic),33074
Monthly,Yes,Electronic check,33075
Monthly,Yes,Credit card (automatic),33076
Monthly,Yes,Electronic check,33077
Monthly,Yes,Mailed check,33078
Monthly,No,Electronic check,33079
Monthly,Yes,Unknown,33080
Monthly,No,Mailed check,33081
One Year,No,Mailed check,33082
Two year,Yes,Electronic check,33083
Monthly,Yes,Unknown,33084
Monthly,Yes,Mailed check,33085
Monthly,Yes,Electronic check,33086
Monthly,Yes,Electronic check,33087
Monthly,Yes,Unknown,33088
Monthly,No,Mailed check,33089
Monthly,No,Electronic check,33090
One Year,Yes,Mailed check,33091
Two year,Yes,Electronic check,33092
Monthly,Yes,Electronic check,33093
Monthly,Yes,Mailed check,33094
Monthly,Yes,Credit card (automatic),33095
One Year,No,Electronic check,33096
Two year,No,Bank transfer (automatic),33097
Monthly,No,Electronic check,33098
One Year,Yes,Bank transfer (automatic),33099
Two year,No,Electronic check,33100
Monthly,Yes,Electronic check,33101
Monthly,Yes,Electronic check,33102
One Year,Yes,Electronic check,33103
Two year,Yes,Electronic check,33104
Two year,Yes,Mailed check,33105
Two year,No,Bank transfer (automatic),33106
Monthly,Yes,Mailed check,33107
Monthly,Yes,Bank transfer (automatic),33108
Monthly,Yes,Mailed check,33109
Two year,Yes,Electronic check,33110
Monthly,Yes,Electronic check,33111
Two year,Yes,Electronic check,33112
Two year,Yes,Credit card (automatic),33113
One Year,Yes,Credit card (automatic),33114
Monthly,Yes,Credit card (automatic),33115
One Year,Yes,Credit card (automatic),33116
Monthly,Yes,Electronic check,33117
Monthly,Yes,Bank transfer (automatic),33118
Monthly,No,Electronic check,33119
Two year,Yes,Bank transfer (automatic),33120
Monthly,Yes,Electronic check,33121
One Year,Yes,Bank transfer (automatic),33122
Monthly,Yes,Unknown,33123
Monthly,Yes,Electronic check,33124
Monthly,Yes,Mailed check,33125
Monthly,No,Mailed check,33126
One Year,Yes,Mailed check,33127
One Year,Yes,Electronic check,33128
Monthly,Yes,Unknown,33129
One Year,Yes,Bank transfer (automatic),33130
Monthly,Yes,Bank transfer (automatic),33131
Monthly,Yes,Bank transfer (automatic),33132
Monthly,No,Electronic check,33133
Monthly,No,Electronic check,33134
One Year,Yes,Bank transfer (automatic),33135
One Year,Yes,Mailed check,33136
Monthly,Yes,Unknown,33137
Monthly,No,Electronic check,33138
One Year,Yes,Bank transfer (automatic),33139
Two year,Yes,Electronic check,33140
One Year,Yes,Electronic check,33141
Monthly,Yes,Electronic check,33142
Monthly,Yes,Mailed check,33143
Monthly,No,Electronic check,33144
Monthly,Yes,Credit card (automatic),33145
Monthly,Yes,Electronic check,33146
Two year,No,Electronic check,33147
Monthly,No,Electronic check,33148
One Year,Yes,Electronic check,33149
Monthly,No,Electronic check,33150
Two year,Yes,Electronic check,33151
Monthly,Yes,Credit card (automatic),33152
One Year,Yes,Credit card (automatic),33153
Two year,No,Bank transfer (automatic),33154
One Year,No,Mailed check,33155
Two year,Yes,Electronic check,33156
One Year,Yes,Credit card (automatic),33157
Monthly,Yes,Credit card (automatic),33158
Monthly,Yes,Bank transfer (automatic),33159
Monthly,Yes,Credit card (automatic),33160
Monthly,Yes,Bank transfer (automatic),33161
One Year,No,Electronic check,33162
Monthly,Yes,Credit card (automatic),33163
One Year,Yes,Mailed check,33164
Monthly,Yes,Bank transfer (automatic),33165
Two year,Yes,Bank transfer (automatic),33166
One Year,No,Credit card (automatic),33167
Monthly,Yes,Electronic check,33168
Monthly,Yes,Unknown,33169
One Year,No,Electronic check,33170
One Year,No,Bank transfer (automatic),33171
Monthly,Yes,Mailed check,33172
One Year,Yes,Electronic check,33173
Monthly,Yes,Electronic check,33174
Monthly,Yes,Electronic check,33175
Monthly,Yes,Electronic check,33176
Monthly,Yes,Electronic check,33177
Monthly,No,Mailed check,33178
Monthly,Yes,Electronic check,33179
Two year,No,Credit card (automatic),33180
Monthly,Yes,Mailed check,33181
Monthly,Yes,Mailed check,33182
Monthly,Yes,Bank transfer (automatic),33183
Monthly,No,Credit card (automatic),33184
Monthly,Yes,Electronic check,33185
Monthly,No,Unknown,33186
Monthly,Yes,Bank transfer (automatic),33187
One Year,Yes,Mailed check,33188
Monthly,No,Electronic check,33189
Monthly,No,Electronic check,33190
Monthly,Yes,Credit card (automatic),33191
One Year,Yes,Electronic check,33192
Two year,Yes,Electronic check,33193
Two year,No,Mailed check,33194
Monthly,No,Electronic check,33195
Monthly,Yes,Credit card (automatic),33196
Two year,Yes,Electronic check,33197
Monthly,No,Electronic check,33198
One Year,No,Bank transfer (automatic),33199
Two year,Yes,Credit card (automatic),33200
Monthly,Yes,BANK TRANSFER,33201
Monthly,Yes,Bank transfer (automatic),33202
Monthly,No,Credit card (automatic),33203
Monthly,Yes,Credit card (automatic),33204
Two year,Yes,Bank transfer (automatic),33205
Monthly,Yes,Bank transfer (automatic),33206
Monthly,No,Electronic check,33207
Monthly,Yes,Credit card (automatic),33208
Monthly,No,Electronic check,33209
One Year,Yes,Electronic check,33210
One Year,Yes,Bank transfer (automatic),33211
One Year,Yes,Credit card (automatic),33212
Monthly,No,Bank transfer (automatic),33213
Monthly,No,Bank transfer (automatic),33214
Two year,Yes,Credit card (automatic),33215
One Year,No,Electronic check,33216
Monthly,No,Unknown,33217
One Year,Yes,Electronic check,33218
Monthly,Yes,Electronic check,33219
One Year,No,Electronic check,33220
Monthly,Yes,Electronic check,33221
Two year,Yes,Electronic check,33222
Monthly,Yes,Credit card (automatic),33223
Monthly,No,Bank transfer (automatic),33224
One Year,Yes,Electronic check,33225
Monthly,Yes,Bank transfer (automatic),33226
Monthly,No,Electronic check,33227
Monthly,Yes,Unknown,33228
Monthly,No,Credit card (automatic),33229
One Year,No,Mailed check,33230
Monthly,No,Electronic check,33231
Monthly,No,Bank transfer (automatic),33232
One Year,No,Bank transfer (automatic),33233
Two year,Yes,Bank transfer (automatic),33234
Monthly,Yes,Bank transfer (automatic),33235
Monthly,Yes,Mailed check,33236
Monthly,Yes,Bank transfer (automatic),33237
Monthly,No,Electronic check,33238
Two year,No,Mailed check,33239
Monthly,Yes,Bank transfer (automatic),33240
Monthly,Yes,Electronic check,33241
Two year,Yes,Bank transfer (automatic),33242
Monthly,Yes,Electronic check,33243
One Year,Yes,Electronic check,33244
Monthly,No,Mailed check,33245
Monthly,Yes,Bank transfer (automatic),33246
One Year,No,Bank transfer (automatic),33247
Monthly,Yes,Electronic check,33248
Monthly,Yes,Electronic check,33249
One Year,Yes,Electronic check,33250
Monthly,Yes,Mailed check,33251
One Year,No,Bank transfer (automatic),33252
Monthly,Yes,Bank transfer (automatic),33253
Monthly,No,Credit card (automatic),33254
Monthly,No,Bank transfer (automatic),33255
Monthly,Yes,Electronic check,33256
One Year,Yes,Credit card (automatic),33257
Monthly,Yes,Bank transfer (automatic),33258
Monthly,Yes,Credit card (automatic),33259
One Year,Yes,Electronic check,33260
Monthly,Yes,Credit card (automatic),33261
Two year,Yes,Electronic check,33262
Two year,Yes,Mailed check,33263
Monthly,No,Credit card (automatic),33264
Monthly,Yes,Bank transfer (automatic),33265
Monthly,Yes,Electronic check,33266
Monthly,Yes,Mailed check,33267
Monthly,Yes,Bank transfer (automatic),33268
Two year,Yes,Mailed check,33269
Monthly,No,Unknown,33270
Monthly,Yes,Electronic check,33271
Monthly,No,Mailed check,33272
Monthly,Yes,Electronic check,33273
One Year,No,Credit card (automatic),33274
Monthly,No,Mailed check,33275
Monthly,Yes,Credit card (automatic),33276
Monthly,Yes,Electronic check,33277
One Year,Yes,Electronic check,33278
Two year,No,Mailed check,33279
One Year,No,Electronic check,33280
Monthly,Yes,Bank transfer (automatic),33281
Two year,Yes,Mailed check,33282
Monthly,No,Credit card (automatic),33283
Two year,No,Electronic check,33284
One Year,No,Mailed check,33285
Monthly,No,Mailed check,33286
Two year,Yes,Bank transfer (automatic),33287
Monthly,Yes,Credit card (automatic),33288
One Year,Yes,Electronic check,33289
Monthly,No,Electronic check,33290
Monthly,No,Electronic check,33291
Monthly,Yes,Electronic check,33292
Monthly,Yes,Mailed check,33293
Two year,Yes,Electronic check,33294
Two year,Yes,Unknown,33295
Monthly,No,Electronic check,33296
One Year,Yes,Credit card (automatic),33297
Monthly,No,Electronic check,33298
One Year,Yes,Electronic check,33299
One Year,No,Bank transfer (automatic),33300
Monthly,Yes,Electronic check,33301
One Year,Yes,Mailed check,33302
Monthly,No,Mailed check,33303
